generation,release_date,artist,name,types,supertype,hp,evolvesFrom,evolvesTo,nationalPokedexNumbers,,,,,,,,,,,,,,,,,,,,,,,,,
Eighth,8/14/2020,kawayoo,Talonflame,['Fire'],Pokémon,140,Fletchinder,,[663],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Eighth,8/14/2020,5ban Graphics,Centiskorch V,['Fire'],Pokémon,210,,,[851],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Eighth,8/14/2020,5ban Graphics,Centiskorch VMAX,['Fire'],Pokémon,320,Centiskorch V,,[851],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Eighth,8/14/2020,Misa Tsutsui,Galarian Mr. Mime,['Water'],Pokémon,80,,['Mr. Rime'],[122],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,Naoki Saito,Galarian Mr. Rime,['Water'],Pokémon,120,Galarian Mr. Mime,,[866],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,so-taro,Suicune,['Water'],Pokémon,120,,,[245],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,HYOGONOSUKE,Feebas,['Water'],Pokémon,30,,['Milotic'],[349],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,AKIRA EGAWA,Milotic,['Water'],Pokémon,120,Feebas,,[350],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,MAHOU,Relicanth,['Water'],Pokémon,90,,,[369],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,ryoma uratsuka,Panpour,['Water'],Pokémon,60,,['Simipour'],[515],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,Shigenori Negishi,Simipour,['Water'],Pokémon,100,Panpour,,[516],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,Shin Nagasawa,Galarian Darumaka,['Water'],Pokémon,70,,['Darmanitan'],[554],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,Masakazu Fukuda,Galarian Darmanitan,['Water'],Pokémon,140,Galarian Darumaka,,[555],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,Sanosuke Sakuma,Vanillite,['Water'],Pokémon,60,,['Vanillish'],[582],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,Shibuzoh.,Vanillish,['Water'],Pokémon,80,Vanillite,['Vanilluxe'],[583],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,kodama,Vanilluxe,['Water'],Pokémon,150,Vanillish,,[584],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,Saya Tsuruta,Cubchoo,['Water'],Pokémon,70,,['Beartic'],[613],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,Masakazu Fukuda,Beartic,['Water'],Pokémon,140,Cubchoo,,[614],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,sui,Wishiwashi,['Water'],Pokémon,30,,,[746],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,Tomokazu Komiya,Mareanie,['Water'],Pokémon,70,,['Toxapex'],[747],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,Masakazu Fukuda,Toxapex,['Water'],Pokémon,130,Mareanie,,[748],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,Hitoshi Ariga,Dracovish,['Water'],Pokémon,150,Rare Fossil,,[882],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,Shin Nagasawa,Arctovish,['Water'],Pokémon,150,Rare Fossil,,[883],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,8/14/2020,sowsow,Mareep,['Lightning'],Pokémon,60,,['Flaaffy'],[179],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Eighth,8/14/2020,Tomokazu Komiya,Flaaffy,['Lightning'],Pokémon,90,Mareep,['Ampharos'],[180],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Eighth,8/14/2020,kodama,Ampharos,['Lightning'],Pokémon,150,Flaaffy,,[181],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Eighth,8/14/2020,Yumi,Electrike,['Lightning'],Pokémon,60,,['Manectric'],[309],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Eighth,8/14/2020,nagimiso,Manectric,['Lightning'],Pokémon,110,Electrike,,[310],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Eighth,8/14/2020,Ayaka Yoshida,Vikavolt V,['Lightning'],Pokémon,210,,,[738],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Eighth,8/14/2020,Hasuno,Tapu Koko,['Lightning'],Pokémon,110,,,[785],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Eighth,8/14/2020,Akira Komayama,Toxel,['Lightning'],Pokémon,70,,['Toxtricity'],[848],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Eighth,8/14/2020,Shin Nagasawa,Toxtricity,['Lightning'],Pokémon,120,Toxel,,[849],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Eighth,8/14/2020,Shin Nagasawa,Pincurchin,['Lightning'],Pokémon,80,,,[871],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Eighth,8/14/2020,Misa Tsutsui,Dracozolt,['Lightning'],Pokémon,160,Rare Fossil,,[880],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Eighth,8/14/2020,Hitoshi Ariga,Arctozolt,['Lightning'],Pokémon,130,Rare Fossil,,[881],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Eighth,8/14/2020,Motofumi Fujiwara,Jigglypuff,['Psychic'],Pokémon,70,,['Wigglytuff'],[39],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Eighth,8/14/2020,Lee HyunJung,Wigglytuff,['Psychic'],Pokémon,120,Jigglypuff,,[40],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Eighth,8/14/2020,PLANETA Mochizuki,Mew V,['Psychic'],Pokémon,180,,,[151],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Eighth,8/14/2020,otumami,Snubbull,['Psychic'],Pokémon,80,,['Granbull'],[209],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Eighth,8/14/2020,SATOSHI NAKAI,Granbull,['Psychic'],Pokémon,130,Snubbull,,[210],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Eighth,8/14/2020,Miki Tanaka,Lunatone,['Psychic'],Pokémon,90,,,[337],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Eighth,8/14/2020,Mizue,Gothita,['Psychic'],Pokémon,60,,['Gothorita'],[574],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Eighth,8/14/2020,sowsow,Gothorita,['Psychic'],Pokémon,80,Gothita,['Gothitelle'],[575],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Eighth,8/14/2020,Eri Yamaki,Gothitelle,['Psychic'],Pokémon,140,Gothorita,,[576],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Eighth,8/14/2020,Ryuta Fuse,Golett,['Psychic'],Pokémon,90,,['Golurk'],[622],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Eighth,8/14/2020,Anesaki Dynamic,Golurk,['Psychic'],Pokémon,150,Golett,,[623],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Eighth,8/14/2020,Shibuzoh.,Dedenne,['Psychic'],Pokémon,70,,,[702],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Eighth,8/14/2020,Suwama Chiaki,Morelull,['Psychic'],Pokémon,60,,['Shiinotic'],[755],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Eighth,8/14/2020,Misa Tsutsui,Shiinotic,['Psychic'],Pokémon,110,Morelull,,[756],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Eighth,8/14/2020,Ryota Murayama,Mimikyu,['Psychic'],Pokémon,70,,,[778],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Eighth,8/14/2020,Kouki Saitou,Sinistea,['Psychic'],Pokémon,30,,['Polteageist'],[854],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Eighth,8/14/2020,kirisAki,Polteageist,['Psychic'],Pokémon,60,Sinistea,,[855],,,,,,,,,,,,,,,,,,,,1941,4099,,,,
Eighth,8/14/2020,Hideki Ishikawa,Diglett,['Fighting'],Pokémon,50,,['Dugtrio'],[50],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Eighth,8/14/2020,Yukiko Baba,Dugtrio,['Fighting'],Pokémon,90,Diglett,,[51],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Eighth,8/14/2020,Sanosuke Sakuma,Larvitar,['Fighting'],Pokémon,70,,['Pupitar'],[246],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Eighth,8/14/2020,Sekio,Pupitar,['Fighting'],Pokémon,80,Larvitar,['Tyranitar'],[247],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Eighth,8/14/2020,nagimiso,Tyranitar,['Fighting'],Pokémon,180,Pupitar,,[248],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Eighth,8/14/2020,Asako Ito,Trapinch,['Fighting'],Pokémon,60,,['Vibrava'],[328],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Eighth,8/14/2020,Sumiyoshi Kizuki,Vibrava,['Fighting'],Pokémon,80,Trapinch,['Flygon'],[329],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Eighth,8/14/2020,hatachu,Flygon,['Fighting'],Pokémon,150,Vibrava,,[330],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Eighth,8/14/2020,Miki Tanaka,Solrock,['Fighting'],Pokémon,90,,,[338],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Eighth,8/14/2020,Shin Nagasawa,Hippopotas,['Fighting'],Pokémon,100,,['Hippowdon'],[449],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Eighth,8/14/2020,KEIICHIRO ITO,Hippowdon,['Fighting'],Pokémon,150,Hippopotas,,[450],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Eighth,8/14/2020,Eske Yoshinob,Rhyperior V,['Fighting'],Pokémon,230,,,[464],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Eighth,8/14/2020,313,Diggersby,['Fighting'],Pokémon,130,Bunnelby,,[660],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Eighth,8/14/2020,SATOSHI NAKAI,Passimian,['Fighting'],Pokémon,110,,,[766],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Eighth,8/14/2020,Ryota Murayama,Galarian Sirfetch'd,['Fighting'],Pokémon,130,Galarian Farfetch'd,,[865],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Eighth,8/14/2020,5ban Graphics,Galarian Slowbro V,['Darkness'],Pokémon,210,,,[80],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,Ryota Murayama,Grimer,['Darkness'],Pokémon,80,,['Muk'],[88],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,Eri Yamaki,Muk,['Darkness'],Pokémon,140,Grimer,,[89],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,Kyoko Umemoto,Spinarak,['Darkness'],Pokémon,60,,['Ariados'],[167],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,Shin Nagasawa,Ariados,['Darkness'],Pokémon,110,Spinarak,,[168],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,PLANETA Mochizuki,Crobat V,['Darkness'],Pokémon,180,,,[169],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,nagimiso,Darkrai,['Darkness'],Pokémon,120,,,[491],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,sowsow,Purrloin,['Darkness'],Pokémon,70,,['Liepard'],[509],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,Hasuno,Liepard,['Darkness'],Pokémon,100,Purrloin,,[510],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,Masakazu Fukuda,Deino,['Darkness'],Pokémon,60,,['Zweilous'],[633],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,tetsuya koizumi,Zweilous,['Darkness'],Pokémon,100,Deino,['Hydreigon'],[634],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,kawayoo,Hydreigon,['Darkness'],Pokémon,160,Zweilous,,[635],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,so-taro,Hoopa,['Darkness'],Pokémon,120,,,[720],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,Misa Tsutsui,Nickit,['Darkness'],Pokémon,70,,['Thievul'],[827],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,Akira Komayama,Thievul,['Darkness'],Pokémon,100,Nickit,,[828],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,5ban Graphics,Grimmsnarl V,['Darkness'],Pokémon,220,,,[861],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,5ban Graphics,Grimmsnarl VMAX,['Darkness'],Pokémon,330,Grimmsnarl V,,[861],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,5ban Graphics,Eternatus V,['Darkness'],Pokémon,220,,,[890],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,5ban Graphics,Eternatus VMAX,['Darkness'],Pokémon,340,Eternatus V,,[890],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,Shin Nagasawa,Scizor V,['Metal'],Pokémon,210,,,[212],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Eighth,8/14/2020,5ban Graphics,Scizor VMAX,['Metal'],Pokémon,320,Scizor V,,[212],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Eighth,8/14/2020,NC Empire,Skarmory,['Metal'],Pokémon,120,,,[227],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Eighth,8/14/2020,Naoyo Kimura,Aron,['Metal'],Pokémon,70,,['Lairon'],[304],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Eighth,8/14/2020,Mizue,Lairon,['Metal'],Pokémon,100,Aron,['Aggron'],[305],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Eighth,8/14/2020,Hasuno,Aggron,['Metal'],Pokémon,160,Lairon,,[306],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Eighth,8/14/2020,Anesaki Dynamic,Escavalier,['Metal'],Pokémon,120,Karrablast,,[589],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Eighth,8/14/2020,Kouki Saitou,Klink,['Metal'],Pokémon,60,,['Klang'],[599],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Eighth,8/14/2020,NC Empire,Klang,['Metal'],Pokémon,90,Klink,['Klinklang'],[600],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Eighth,8/14/2020,Naoki Saito,Klinklang,['Metal'],Pokémon,150,Klang,,[601],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Eighth,8/14/2020,PLANETA Tsuji,Galarian Stunfisk V,['Metal'],Pokémon,200,,,[618],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Eighth,8/14/2020,HYOGONOSUKE,Meltan,['Metal'],Pokémon,70,,['Melmetal'],[808],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Eighth,8/14/2020,NC Empire,Melmetal,['Metal'],Pokémon,150,Meltan,,[809],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Eighth,8/14/2020,Akira Komayama,Cufant,['Metal'],Pokémon,100,,['Copperajah'],[878],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Eighth,8/14/2020,Kouki Saitou,Copperajah,['Metal'],Pokémon,190,Cufant,,[879],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Eighth,8/14/2020,kawayoo,Kangaskhan,['Colorless'],Pokémon,130,,,[115],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Anesaki Dynamic,Tauros,['Colorless'],Pokémon,110,,,[128],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Mina Nakai,Sentret,['Colorless'],Pokémon,60,,['Furret'],[161],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,tetsuya koizumi,Furret,['Colorless'],Pokémon,110,Sentret,,[162],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Kazuma Koda,Dunsparce,['Colorless'],Pokémon,60,,,[206],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Yukiko Baba,Teddiursa,['Colorless'],Pokémon,70,,['Ursaring'],[216],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Uta,Ursaring,['Colorless'],Pokémon,140,Teddiursa,,[217],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Hasuno,Lugia,['Colorless'],Pokémon,130,,,[249],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Saya Tsuruta,Skitty,['Colorless'],Pokémon,60,,['Delcatty'],[300],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Tika Matsuno,Delcatty,['Colorless'],Pokémon,100,Skitty,,[301],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Saki Hayashiro,Salamence V,['Colorless'],Pokémon,220,,,[373],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,5ban Graphics,Salamence VMAX,['Colorless'],Pokémon,320,Salamence V,,[373],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Naoyo Kimura,Starly,['Colorless'],Pokémon,50,,['Staravia'],[396],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,chibi,Staravia,['Colorless'],Pokémon,80,Starly,['Staraptor'],[397],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,AKIRA EGAWA,Staraptor,['Colorless'],Pokémon,150,Staravia,,[398],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Midori Harada,Ducklett,['Colorless'],Pokémon,50,,['Swanna'],[580],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Taira Akitsu,Swanna,['Colorless'],Pokémon,110,Ducklett,,[581],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Tomokazu Komiya,Bunnelby,['Colorless'],Pokémon,40,,['Diggersby'],[659],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Midori Harada,Fletchling,['Colorless'],Pokémon,60,,['Fletchinder'],[661],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Akira Komayama,Skwovet,['Colorless'],Pokémon,70,,['Greedent'],[819],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Kouki Saitou,Greedent,['Colorless'],Pokémon,120,Skwovet,,[820],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Hitoshi Ariga,Rookidee,['Colorless'],Pokémon,60,,['Corvisquire'],[821],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,kirisAki,Corvisquire,['Colorless'],Pokémon,80,Rookidee,['Corviknight'],[822],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Kouki Saitou,Corviknight,['Colorless'],Pokémon,160,Corvisquire,,[823],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Toyste Beach,Big Parasol,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,5ban Graphics,Billowing Smoke,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,Hideki Ishikawa,Bird Keeper,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,inose yukie,Cape of Toughness,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,sadaji,Familiar Bell,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,aky CG Works,Glimwood Tangle,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,take,Kabu,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,Studio Bora Inc.,Old PC,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,take,Piers,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,kirisAki,Pokémon Breeder's Nurturing,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,5ban Graphics,Rare Fossil,,Trainer,70,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,Yusuke Ohmura,Rose,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,5ban Graphics,Rose Tower,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,5ban Graphics,Spikemuth,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,Ryo Ueda,Struggle Gloves,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,Toyste Beach,Turbo Patch,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,5ban Graphics,Yell Horn,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,,Heat Fire Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,,Hiding Darkness Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,,Powerful Colorless Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,Saki Hayashiro,Butterfree V,['Grass'],Pokémon,190,,,[12],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Eighth,8/14/2020,Ayaka Yoshida,Houndoom V,['Fire'],Pokémon,210,,,[229],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Eighth,8/14/2020,5ban Graphics,Centiskorch V,['Fire'],Pokémon,210,,,[851],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Eighth,8/14/2020,Ayaka Yoshida,Vikavolt V,['Lightning'],Pokémon,210,,,[738],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Eighth,8/14/2020,Eske Yoshinob,Rhyperior V,['Fighting'],Pokémon,230,,,[464],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Eighth,8/14/2020,PLANETA Mochizuki,Crobat V,['Darkness'],Pokémon,180,,,[169],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,Satoshi Shirai,Scizor V,['Metal'],Pokémon,210,,,[212],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Eighth,8/14/2020,PLANETA Tsuji,Galarian Stunfisk V,['Metal'],Pokémon,200,,,[618],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Eighth,8/14/2020,Saki Hayashiro,Salamence V,['Colorless'],Pokémon,220,,,[373],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,Hitoshi Ariga,Kabu,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,kirisAki,Piers,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,kirisAki,Pokémon Breeder's Nurturing,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,Naoki Saito,Rose,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,aky CG Works,Butterfree VMAX,['Grass'],Pokémon,300,Butterfree V,,[12],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Eighth,8/14/2020,5ban Graphics,Centiskorch VMAX,['Fire'],Pokémon,320,Centiskorch V,,[851],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Eighth,8/14/2020,5ban Graphics,Eternatus VMAX,['Darkness'],Pokémon,340,Eternatus V,,[890],,,,,,,,,,,,,,,,,,,,945,12029,,,,
Eighth,8/14/2020,5ban Graphics,Scizor VMAX,['Metal'],Pokémon,320,Scizor V,,[212],,,,,,,,,,,,,,,,,,,,757,12974,,,,
Eighth,8/14/2020,5ban Graphics,Salamence VMAX,['Colorless'],Pokémon,320,Salamence V,,[373],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Eighth,8/14/2020,kirisAki,Pokémon Breeder's Nurturing,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,Naoki Saito,Rose,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,5ban Graphics,Rillaboom,['Grass'],Pokémon,170,Thwackey,,[812],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Eighth,8/14/2020,PLANETA Tsuji,Coalossal,['Fighting'],Pokémon,160,Carkol,,[839],,,,,,,,,,,,,,,,,,,,1566,7908,,,,
Eighth,8/14/2020,Toyste Beach,Big Parasol,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,Toyste Beach,Turbo Patch,,Trainer,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Eighth,8/14/2020,,Capture Energy,,Energy,,,,,,,,,,,,,,,,,,,,,,,,0,14501,,,,
Other,9/11/2020,The Pokémon Company Art Team,Pikachu on the Ball,['Lightning'],Pokémon,60,,,[25],,,,,,,,,,,,,,,,,,,,1271,10758,,,,
Other,9/11/2020,The Pokémon Company Art Team,Eevee on the Ball,['Colorless'],Pokémon,60,,,[133],,,,,,,,,,,,,,,,,,,,1868,6040,,,,
Other,9/11/2020,The Pokémon Company Art Team,Grookey on the Ball,['Grass'],Pokémon,60,,,[810],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Other,9/11/2020,The Pokémon Company Art Team,Scorbunny on the Ball,['Fire'],Pokémon,60,,,[813],,,,,,,,,,,,,,,,,,,,1284,9474,,,,
Other,9/11/2020,The Pokémon Company Art Team,Sobble on the Ball,['Water'],Pokémon,60,,,[816],,,,,,,,,,,,,,,,,,,,2088,1,['Water'],,,
Eighth,9/25/2020,PLANETA Mochizuki,Venusaur V,['Grass'],Pokémon,220,,,[3],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Eighth,9/25/2020,Yuka Morii,Weedle,['Grass'],Pokémon,60,,['Kakuna'],[13],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
Eighth,9/25/2020,Miki Tanaka,Kakuna,['Grass'],Pokémon,80,Weedle,['Beedrill'],[14],,,,,,,,,,,,,,,,,,,,2010,2089,,,,
